"Severity","Issue","File","Line","Text"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","256","f""{self.routing.prefix}/processing_center/staged/{job_id}"""
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","349","def azure_list_uploads(routing: AzureRoutingConfig, export_dir: str | None = None) -> list[dict[str, object]]:"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","358","def azure_download_uploads(routing: AzureRoutingConfig, destination_root: str, overwrite: bool = False, export_dir: str | None = None) -> list[dict[str, object]]:"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","366","routing: AzureRoutingConfig,"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","394","routing: AzureRoutingConfig,"
"FAIL","routing.workspace/routing.client/routing.project direct path construction","workers\insyt_processing_worker\apc\azure_blob_adapter.py","425","f""{routing.workspace}/{routing.client}/{routing.project}/"""
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","426","f""processing_center/staged/{job_id}"""
"FAIL","routing.workspace/routing.client/routing.project direct path construction","workers\insyt_processing_worker\apc\azure_blob_adapter.py","450","f""{routing.workspace}/{routing.client}/{routing.project}/source/native"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","450","f""{routing.workspace}/{routing.client}/{routing.project}/source/native"""
"FAIL","routing.workspace/routing.client/routing.project direct path construction","workers\insyt_processing_worker\apc\azure_blob_adapter.py","453","f""{routing.workspace}/{routing.client}/{routing.project}/source/text"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","453","f""{routing.workspace}/{routing.client}/{routing.project}/source/text"""
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","464","routing: AzureRoutingConfig,"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","529","routing: AzureRoutingConfig,"
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","536","This writes to insytprodstorage under processing_center/jobs/{job_id}/status.json,"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","559","def _processed_hash_index_blob_path(routing: AzureRoutingConfig) -> str:"
"FAIL","routing.workspace/routing.client/routing.project direct path construction","workers\insyt_processing_worker\apc\azure_blob_adapter.py","561","f""{routing.workspace}/{routing.client}/{routing.project}/"""
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","566","def azure_read_processed_hash_index(routing: AzureRoutingConfig) -> dict[str, object]:"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","605","routing: AzureRoutingConfig,"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","734","def read_processing_job_status(routing: AzureRoutingConfig, job_id: str) -> dict[str, object]:"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_job_runner.py","16","from .azure_layout import AzureRoutingConfig, build_azure_routing_summary"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_job_runner.py","45","return str(value or ""job"").replace(""/"", ""_"").replace(""\\"", ""_"").replace("" "", ""_"")"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_job_runner.py","50","routing: AzureRoutingConfig,"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_job_runner.py","78","routing: AzureRoutingConfig,"
"REVIEW","Direct APC upload path literal","workers\insyt_processing_worker\apc\azure_job_runner.py","106","# pending in source/processing_center/uploads. Without clearing this"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","25","def clean_segment(value: str | None) -> str:"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","28","def storage_segment(value: str | None) -> str:"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","29","return clean_segment(value).replace("" "", ""_"")"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_layout.py","32","class AzureRoutingConfig:"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_layout.py","55",") -> ""AzureRoutingConfig"":"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","56","workspace_clean = clean_segment(workspace).lower() or ""capture"""
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","61","client=clean_segment(client),"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","62","project=clean_segment(project),"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","98","client = clean_segment(self.client)"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","99","workspace = clean_segment(self.workspace).lower() or ""capture"""
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\apc\azure_layout.py","100","project = storage_segment(self.project)"
"REVIEW","Direct APC upload path literal","workers\insyt_processing_worker\apc\azure_layout.py","120","""uploads"": f""{p}/source/processing_center/uploads"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_layout.py","121","""work"": f""{p}/processing_center/work"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_layout.py","122","""temp"": f""{p}/processing_center/temp"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_layout.py","123","""jobs"": f""{p}/processing_center/jobs"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_layout.py","124","""telemetry"": f""{p}/processing_center/telemetry"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_layout.py","125","""internal_reports"": f""{p}/processing_center/reports/internal"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\azure_layout.py","132","""native"": f""{p}/source/native"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\azure_layout.py","133","""text"": f""{p}/source/text"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\azure_layout.py","134","""preview"": f""{p}/source/preview"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\azure_layout.py","135","""metadata"": f""{p}/source/metadata"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_layout.py","136","""reports"": f""{p}/processing_center/reports"","
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_layout.py","184","routing: AzureRoutingConfig,"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_layout.py","240","routing: AzureRoutingConfig,"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_layout.py","254","""project_prefix"": routing.prefix,"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\__main__.py","13","from .azure_layout import AzureRoutingConfig, build_azure_routing_summary, build_review_promotion_blob_plan, export_azure_plan"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\__main__.py","38","run.add_argument(""--promote-review-ready"", action=""store_true"", help=""Create review-ready source/native and source/text output using assigned Doc IDs"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\__main__.py","96","azure_upload = sub.add_parser(""azure-upload-review"", help=""Upload local review-ready source/native and source/text outputs to insytreviewstorage. Requires --azure-write."")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\__main__.py","100","azure_upload.add_argument(""--local-review-root"", required=True, help=""Folder containing source/native and source/text created by --promote-review-ready"")"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\__main__.py","214","routing = AzureRoutingConfig.from_args("
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\__main__.py","273","routing = AzureRoutingConfig.from_args("
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\__main__.py","308","routing = AzureRoutingConfig.from_args("
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\__main__.py","340","routing = AzureRoutingConfig.from_args("
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\__main__.py","383","routing = AzureRoutingConfig.from_args("
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\stages\review_promotion.py","65","""""""Promote final reviewable set into source/native and source/text style folders."
"FAIL","Workspace-first literal/order: workspace/client/project","workers\insyt_processing_worker\apc\stages\review_promotion.py","68","operations with Azure Blob writes to {workspace}/{client}/{project}/source/native"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\stages\review_promotion.py","68","operations with Azure Blob writes to {workspace}/{client}/{project}/source/native"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\stages\review_promotion.py","69","and /source/text."
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\admin_clients.py","31","@router.get(""/clients-overview"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\admin_clients.py","125","@router.get(""/project-users"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\admin_clients.py","181","@router.get(""/project-hours-overview"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\admin_clients.py","230","@router.get(""/review-hours"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\admin_clients.py","290","@router.post(""/users/status"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\audit_logs.py","45","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","96","@router.post(""/bootstrap-admin"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","156","@router.post(""/login"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","260","@router.post(""/mfa/setup"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","310","@router.post(""/mfa/confirm"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","354","@router.post(""/mfa/disable"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","384","@router.post(""/entra-login"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","506","@router.get(""/entra/start"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","531","@router.post(""/entra/callback"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\auth.py","650","@router.get(""/me"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\azure_projects.py","43","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\azure_projects.py","63","@router.get(""/debug"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\azure_projects.py","93","@router.get(""/{project_id}/files"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\azure_projects.py","125","@router.get(""/{project_id}/sample-text"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\azure_projects.py","171","@router.get(""/clients"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\batches.py","27","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\batches.py","32","@router.post(""/checkout"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\batches.py","69","@router.get(""/files"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\batches.py","96","@router.post(""/create-review"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\batches.py","157","@router.post(""/create-qc"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\batches.py","205","@router.post(""/create-alt"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_batches.py","32","@router.get(""/projects/{project_id}/batches"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_batches.py","51","@router.post(""/projects/{project_id}/batches/create"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_batches.py","80","@router.post(""/projects/{project_id}/batches/remove-docs"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_clients.py","60","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_clients.py","131","@router.post(""/remove-user"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_projects.py","36","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_projects.py","68","@router.get(""/clients"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_projects.py","91","@router.get(""/clients/{client_name}/projects"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_projects.py","118","@router.get(""/{project_id}/files"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_projects.py","143","@router.get(""/{project_id}/text"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_review_batches.py","22","@router.post(""/projects/{project_id}/batches/checkout"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_review_batches.py","40","@router.post(""/projects/{project_id}/batches/release"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\capture_review_batches.py","60","@router.post(""/projects/{project_id}/batches/complete"")"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\app\api\cyber_utility.py","62","value = sheet_name.strip().replace("" "", ""_"").replace(""/"", ""_"").replace(""\\"", ""_"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\cyber_utility.py","118","folder: str = ""source/native"","
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\cyber_utility.py","423","@router.get(""/xl-processing/files"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\cyber_utility.py","428","folder: str = Query(default=""source/native""),"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\cyber_utility.py","438","@router.post(""/jobs"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\cyber_utility.py","480","@router.get(""/jobs/{job_id}"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\discovery.py","29","@router.get(""/projects"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\discovery_batches.py","30","@router.get(""/projects/{project_id}/batches"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\discovery_batches.py","49","@router.post(""/projects/{project_id}/batches/create"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\discovery_batches.py","78","@router.post(""/projects/{project_id}/batches/checkout"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\discovery_review_batches.py","22","@router.post(""/projects/{project_id}/batches/checkout"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\discovery_review_batches.py","41","@router.post(""/projects/{project_id}/batches/release"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\discovery_review_batches.py","61","@router.post(""/projects/{project_id}/batches/complete"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\document_overlays.py","374","prefix = f""{base_path}/source/native/"""
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\document_overlays.py","507","@router.post(""/preview"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\document_overlays.py","613","@router.post(""/commit"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\document_overlays.py","795","@router.get(""/{project_id}/list"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\document_overlays.py","853","@router.get(""/{project_id}/latest"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\entities.py","370","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\entities.py","507","@router.get(""/document"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\entities.py","581","@router.post(""/export-source-docs"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\entities.py","624","folder=""source/native"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\entities.py","651","folder=""source/text"","
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\entities.py","710","@router.post(""/export-source-docs-zip"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\entities.py","781","folder=""source/native"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\entities.py","802","folder=""source/text"","
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\entities.py","918","@router.post(""/update"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\entities.py","967","@router.post(""/unlink"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\entities.py","1015","@router.post(""/delete"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\files.py","8","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\jobs.py","23","@router.post(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\jobs.py","50","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\jobs.py","59","@router.get(""/{job_id}"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\messages.py","273","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\messages.py","307","@router.get(""/new-status"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\messages.py","357","@router.post(""/mark-seen"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\messages.py","406","@router.post(""/send"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\messages.py","478","@router.get(""/urgent"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\messages.py","525","@router.post(""/urgent/acknowledge"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\processing_center.py","109","return f""{client}/{project_id}/source/native/{file_name}"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\processing_center.py","115","return f""{client}/{project_id}/source/text/{doc_id}.txt"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\processing_center.py","173","return f""{client}/{project_id}/source/preview/{doc_id}.pdf"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\processing_center.py","179","return f""{client}/{project_id}/source/preview/{doc_id}.html"""
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\processing_center.py","474","@router.get(""/manifest"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\processing_center.py","498","@router.post(""/upload"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\processing_center.py","553","@router.post(""/start"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\processing_center.py","768","@router.post(""/jobs/start"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\processing_center.py","874","@router.get(""/jobs"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\processing_center.py","971","@router.get(""/jobs/{job_id}"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\projects.py","6","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\protocol_templates.py","49","@router.get(""/{workspace}/protocol-templates"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","202","if ""/source/native/"" in native_blob:"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","203","base = native_blob.split(""/source/native/"")[0]"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","204","return f""{base}/source/preview/{doc_id}.pdf"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","210","if ""/source/native/"" in native_blob:"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","211","base = native_blob.split(""/source/native/"")[0]"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","212","return f""{base}/source/preview/{doc_id}.html"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","306","if ""/source/native/"" in f""/{str(file.get('path', '')).lower()}"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","333","if ""/source/native"" in base_path:"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","334","text_base = base_path.replace(""/source/native"", ""/source/text"")"
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\app\api\review.py","498","project.replace("" "", ""_""),"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","510","f""{base_path}/source/native/"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","513","f""{base_path}/source/natives/"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","516","f""{base_path}/source/native_docs/"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","521","f""{base_path}/source/text/"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","524","f""{base_path}/source/texts/"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\review.py","550","detail=f""Document not found in source/native: {doc_id}"","
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\review.py","762","@router.get(""/review/current"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\review.py","784","@router.get(""/{workspace}/review/preview"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\review.py","920","@router.get(""/{workspace}/review/current"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\review.py","959","@router.post(""/review/save"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\review.py","1046","@router.post(""/review/save-next"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\review.py","1058","@router.get(""/review/coding-map"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\search_folders.py","49","prefix = f""{base_path}/source/text/"""
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\search_folders.py","151","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\search_folders.py","216","@router.post(""/create"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\search_folders.py","391","@router.get(""/{folder_id}/hits"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\search_folders.py","398","@router.post(""/{folder_id}/delete"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries.py","29","@router.get(""/projects"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_batches.py","28","@router.get(""/projects/{project_id}/batches"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_batches.py","47","@router.post(""/projects/{project_id}/batches/create"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_batches.py","74","@router.post(""/projects/{project_id}/batches/checkout"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_qc.py","23","@router.post(""/save"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_review_batches.py","22","@router.post(""/projects/{project_id}/batches/checkout"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_review_batches.py","40","@router.post(""/projects/{project_id}/batches/release"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_review_batches.py","60","@router.post(""/projects/{project_id}/batches/complete"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_summary_data.py","61","@router.post(""/exists"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_summary_data.py","88","@router.post(""/save"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_summary_data.py","148","@router.get("""")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_text.py","24","@router.get(""/status"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_text.py","46","@router.post(""/extract"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\summaries_text.py","108","@router.get(""/content"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\timesheet.py","446","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\timesheet.py","467","@router.get(""/project-hours-summary"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\timesheet.py","579","@router.post(""/clock-in"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\timesheet.py","652","@router.post(""/clock-out"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\timesheet.py","703","@router.get(""/review-hours"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\timesheet.py","809","@router.post(""/review-hours/login"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\timesheet.py","887","@router.post(""/review-hours/logout"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\timesheet.py","1009","@router.post(""/review-hours/edit"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\users.py","74","@router.get("""")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\users.py","75","@router.get(""/"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\users.py","88","@router.post(""/create"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\users.py","200","@router.post(""/update"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\users.py","291","@router.post(""/delete"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\users.py","348","@router.post(""/reset-password"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\users.py","373","@router.post(""/project-access"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_clients.py","27","@router.get(""/{workspace}/clients"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_clients.py","45","@router.get(""/{workspace}/projects"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_files.py","56","@router.get(""/{workspace}/files"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_files.py","202","@router.get(""/{workspace}/native-preview"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_file_uploads.py","33","@router.post(""/{workspace}/files/upload"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\workspace_file_uploads.py","94","and folder_name == ""source/native"""
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\app\api\workspace_projects.py","47","cleaned = name.strip().replace("" "", ""_"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_projects.py","193","@router.get(""/registry/workspace-clients"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_projects.py","261","@router.get(""/{workspace}/clients"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_projects.py","298","@router.get(""/{workspace}/clients/{client_name}/projects"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_projects.py","340","@router.post(""/registry/workspace-projects/create"")"
